lsoa21cd,dependent_children,tenure,value_21,value_11,change,perc_change
E01004436,No dependent children in household,Owned: Owns outright,115,82,33,40.24
E01004436,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,62,57,5,8.77
E01004436,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,101,100,1,1
E01004436,Household with dependent children,Private rented or lives rent free,38,42,-4,-9.52
E01004436,No dependent children in household,Private rented or lives rent free,128,159,-31,-19.5
E01004436,Household with dependent children,Rented: Social rented,39,49,-10,-20.41
E01004436,No dependent children in household,Rented: Social rented,66,68,-2,-2.94
E01004437,Household with dependent children,Owned: Owns outright,16,20,-4,-20
E01004437,No dependent children in household,Owned: Owns outright,84,101,-17,-16.83
E01004437,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,48,55,-7,-12.73
E01004437,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,87,82,5,6.1
E01004437,Household with dependent children,Private rented or lives rent free,116,69,47,68.12
E01004437,No dependent children in household,Private rented or lives rent free,234,250,-16,-6.4
E01004437,Household with dependent children,Rented: Social rented,44,53,-9,-16.98
E01004437,No dependent children in household,Rented: Social rented,128,132,-4,-3.03
E01004438,Household with dependent children,Owned: Owns outright,28,23,5,21.74
E01004438,No dependent children in household,Owned: Owns outright,127,116,11,9.48
E01004438,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,81,80,1,1.25
E01004438,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,121,132,-11,-8.33
E01004438,Household with dependent children,Private rented or lives rent free,76,70,6,8.57
E01004438,No dependent children in household,Private rented or lives rent free,264,275,-11,-4
E01004438,Household with dependent children,Rented: Social rented,25,31,-6,-19.35
E01004438,No dependent children in household,Rented: Social rented,66,45,21,46.67
E01004439,Household with dependent children,Owned: Owns outright,10,21,-11,-52.38
E01004439,No dependent children in household,Owned: Owns outright,128,107,21,19.63
E01004439,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,56,54,2,3.7
E01004439,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,107,96,11,11.46
E01004439,Household with dependent children,Private rented or lives rent free,80,63,17,26.98
E01004439,No dependent children in household,Private rented or lives rent free,159,154,5,3.25
E01004439,Household with dependent children,Rented: Social rented,38,53,-15,-28.3
E01004439,No dependent children in household,Rented: Social rented,80,71,9,12.68
E01004440,Household with dependent children,Owned: Owns outright,19,15,4,26.67
E01004440,No dependent children in household,Owned: Owns outright,101,91,10,10.99
E01004440,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,77,68,9,13.24
E01004440,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,155,158,-3,-1.9
E01004440,Household with dependent children,Private rented or lives rent free,84,107,-23,-21.5
E01004440,No dependent children in household,Private rented or lives rent free,233,245,-12,-4.9
E01004440,Household with dependent children,Rented: Social rented,62,45,17,37.78
E01004440,No dependent children in household,Rented: Social rented,74,65,9,13.85
E01004441,Household with dependent children,Owned: Owns outright,25,22,3,13.64
E01004441,No dependent children in household,Owned: Owns outright,166,125,41,32.8
E01004441,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,79,79,0,0
E01004441,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,112,153,-41,-26.8
E01004441,Household with dependent children,Private rented or lives rent free,52,38,14,36.84
E01004441,No dependent children in household,Private rented or lives rent free,106,148,-42,-28.38
E01004441,Household with dependent children,Rented: Social rented,24,36,-12,-33.33
E01004441,No dependent children in household,Rented: Social rented,50,34,16,47.06
E01004442,Household with dependent children,Owned: Owns outright,18,19,-1,-5.26
E01004442,No dependent children in household,Owned: Owns outright,151,116,35,30.17
E01004442,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,74,98,-24,-24.49
E01004442,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,105,139,-34,-24.46
E01004442,Household with dependent children,Private rented or lives rent free,50,41,9,21.95
E01004442,No dependent children in household,Private rented or lives rent free,147,192,-45,-23.44
E01004442,Household with dependent children,Rented: Social rented,30,29,1,3.45
E01004442,No dependent children in household,Rented: Social rented,45,34,11,32.35
E01004443,Household with dependent children,Owned: Owns outright,52,41,11,26.83
E01004443,No dependent children in household,Owned: Owns outright,100,114,-14,-12.28
E01004443,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,78,92,-14,-15.22
E01004443,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,145,97,48,49.48
E01004443,Household with dependent children,Private rented or lives rent free,68,97,-29,-29.9
E01004443,No dependent children in household,Private rented or lives rent free,236,154,82,53.25
E01004443,Household with dependent children,Rented: Social rented,53,45,8,17.78
E01004443,No dependent children in household,Rented: Social rented,49,51,-2,-3.92
E01004444,Household with dependent children,Owned: Owns outright,15,18,-3,-16.67
E01004444,No dependent children in household,Owned: Owns outright,91,74,17,22.97
E01004444,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,66,87,-21,-24.14
E01004444,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,237,172,65,37.79
E01004444,Household with dependent children,Private rented or lives rent free,123,182,-59,-32.42
E01004444,No dependent children in household,Private rented or lives rent free,284,184,100,54.35
E01004444,Household with dependent children,Rented: Social rented,127,141,-14,-9.93
E01004444,No dependent children in household,Rented: Social rented,210,227,-17,-7.49
E01004445,Household with dependent children,Owned: Owns outright,36,23,13,56.52
E01004445,No dependent children in household,Owned: Owns outright,106,68,38,55.88
E01004445,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,84,31,53,170.97
E01004445,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,133,88,45,51.14
E01004445,Household with dependent children,Private rented or lives rent free,99,58,41,70.69
E01004445,No dependent children in household,Private rented or lives rent free,113,72,41,56.94
E01004445,Household with dependent children,Rented: Social rented,41,19,22,115.79
E01004445,No dependent children in household,Rented: Social rented,67,41,26,63.41
E01004446,Household with dependent children,Owned: Owns outright,34,22,12,54.55
E01004446,No dependent children in household,Owned: Owns outright,121,110,11,10
E01004446,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,120,95,25,26.32
E01004446,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,133,145,-12,-8.28
E01004446,Household with dependent children,Private rented or lives rent free,138,99,39,39.39
E01004446,No dependent children in household,Private rented or lives rent free,152,114,38,33.33
E01004446,Household with dependent children,Rented: Social rented,49,45,4,8.89
E01004446,No dependent children in household,Rented: Social rented,45,47,-2,-4.26
E01004447,Household with dependent children,Owned: Owns outright,25,28,-3,-10.71
E01004447,No dependent children in household,Owned: Owns outright,151,118,33,27.97
E01004447,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,99,86,13,15.12
E01004447,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,140,167,-27,-16.17
E01004447,Household with dependent children,Private rented or lives rent free,79,80,-1,-1.25
E01004447,No dependent children in household,Private rented or lives rent free,113,122,-9,-7.38
E01004447,Household with dependent children,Rented: Social rented,19,24,-5,-20.83
E01004447,No dependent children in household,Rented: Social rented,29,28,1,3.57
E01004448,Household with dependent children,Owned: Owns outright,17,11,6,54.55
E01004448,No dependent children in household,Owned: Owns outright,95,96,-1,-1.04
E01004448,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,99,84,15,17.86
E01004448,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,177,152,25,16.45
E01004448,Household with dependent children,Private rented or lives rent free,83,160,-77,-48.12
E01004448,No dependent children in household,Private rented or lives rent free,127,107,20,18.69
E01004448,Household with dependent children,Rented: Social rented,70,60,10,16.67
E01004448,No dependent children in household,Rented: Social rented,95,89,6,6.74
E01004449,Household with dependent children,Owned: Owns outright,4,10,-6,-60
