lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,ethnic_group_20,observation
E09000033,Westminster,Single family household: Lone parent family: With dependent children,White: Roma,20
E09000033,Westminster,Single family household: Lone parent family: With dependent children,White: Other White,811
E09000033,Westminster,Single family household: Lone parent family: With dependent children,Other ethnic group: Arab,765
E09000033,Westminster,Single family household: Lone parent family: With dependent children,Other ethnic group: Any other ethnic group,482
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Bangladeshi",108
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Chinese",124
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Indian",120
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Pakistani",53
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Other Asian",200
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: African",377
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",350
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Other Black",75
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Asian,18
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black African,59
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black Caribbean,63
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,58
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,"White: English, Welsh, Scottish, Northern Irish or British",1280
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,White: Irish,178
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,White: Gypsy or Irish Traveller,1
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,White: Roma,12
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,White: Other White,705
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,Other ethnic group: Arab,508
E09000033,Westminster,Single family household: Lone parent family: All children non-dependent,Other ethnic group: Any other ethnic group,392
E09000033,Westminster,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Bangladeshi",25
E09000033,Westminster,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Chinese",113
E09000033,Westminster,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Indian",84
E09000033,Westminster,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Pakistani",48
E09000033,Westminster,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Other Asian",100
E09000033,Westminster,Other household types: Other related household: Other family composition,"Black, Black British, Black Welsh, Caribbean or African: African",126
E09000033,Westminster,Other household types: Other related household: Other family composition,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",45
E09000033,Westminster,Other household types: Other related household: Other family composition,"Black, Black British, Black Welsh, Caribbean or African: Other Black",26
E09000033,Westminster,Other household types: Other related household: Other family composition,Mixed or Multiple ethnic groups: White and Asian,74
E09000033,Westminster,Other household types: Other related household: Other family composition,Mixed or Multiple ethnic groups: White and Black African,30
E09000033,Westminster,Other household types: Other related household: Other family composition,Mixed or Multiple ethnic groups: White and Black Caribbean,17
E09000033,Westminster,Other household types: Other related household: Other family composition,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,65
E09000033,Westminster,Other household types: Other related household: Other family composition,"White: English, Welsh, Scottish, Northern Irish or British",465
E09000033,Westminster,Other household types: Other related household: Other family composition,White: Irish,25
E09000033,Westminster,Other household types: Other related household: Other family composition,White: Gypsy or Irish Traveller,0
E09000033,Westminster,Other household types: Other related household: Other family composition,White: Roma,45
E09000033,Westminster,Other household types: Other related household: Other family composition,White: Other White,924
E09000033,Westminster,Other household types: Other related household: Other family composition,Other ethnic group: Arab,222
E09000033,Westminster,Other household types: Other related household: Other family composition,Other ethnic group: Any other ethnic group,121
E09000033,Westminster,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Bangladeshi",350
E09000033,Westminster,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Chinese",55
E09000033,Westminster,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Indian",102
E09000033,Westminster,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Pakistani",36
E09000033,Westminster,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Other Asian",141
E09000033,Westminster,Other household types: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: African",202
E09000033,Westminster,Other household types: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",67
E09000033,Westminster,Other household types: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Other Black",21
E09000033,Westminster,Other household types: With dependent children,Mixed or Multiple ethnic groups: White and Asian,14
E09000033,Westminster,Other household types: With dependent children,Mixed or Multiple ethnic groups: White and Black African,27
E09000033,Westminster,Other household types: With dependent children,Mixed or Multiple ethnic groups: White and Black Caribbean,18
