lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,national_statistics_socio-economic_classification_ns-sec_10,observation
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,L12: Semi-routine occupations,76
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,L13: Routine occupations,67
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,22
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,L15: Full-time students,2
E09000029,Sutton,Single family household: Lone parent family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",559
E09000029,Sutton,Single family household: Lone parent family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1198
E09000029,Sutton,Single family household: Lone parent family: With dependent children,L7: Intermediate occupations,1044
E09000029,Sutton,Single family household: Lone parent family: With dependent children,L8 and L9: Small employers and own account workers,473
E09000029,Sutton,Single family household: Lone parent family: With dependent children,L10 and L11: Lower supervisory and technical occupations,178
E09000029,Sutton,Single family household: Lone parent family: With dependent children,L12: Semi-routine occupations,978
E09000029,Sutton,Single family household: Lone parent family: With dependent children,L13: Routine occupations,729
E09000029,Sutton,Single family household: Lone parent family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,585
E09000029,Sutton,Single family household: Lone parent family: With dependent children,L15: Full-time students,156
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",352
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",805
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,L7: Intermediate occupations,694
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,L8 and L9: Small employers and own account workers,375
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,144
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,L12: Semi-routine occupations,651
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,L13: Routine occupations,418
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,439
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,L15: Full-time students,20
E09000029,Sutton,Other household types: Other related household: Other family composition,"L1, L2 and L3: Higher managerial, administrative and professional occupations",97
E09000029,Sutton,Other household types: Other related household: Other family composition,"L4, L5 and L6: Lower managerial, administrative and professional occupations",145
E09000029,Sutton,Other household types: Other related household: Other family composition,L7: Intermediate occupations,87
E09000029,Sutton,Other household types: Other related household: Other family composition,L8 and L9: Small employers and own account workers,107
E09000029,Sutton,Other household types: Other related household: Other family composition,L10 and L11: Lower supervisory and technical occupations,48
E09000029,Sutton,Other household types: Other related household: Other family composition,L12: Semi-routine occupations,76
E09000029,Sutton,Other household types: Other related household: Other family composition,L13: Routine occupations,62
E09000029,Sutton,Other household types: Other related household: Other family composition,L14.1 and L14.2: Never worked and long-term unemployed,34
E09000029,Sutton,Other household types: Other related household: Other family composition,L15: Full-time students,15
E09000029,Sutton,Other household types: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",569
E09000029,Sutton,Other household types: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",647
E09000029,Sutton,Other household types: With dependent children,L7: Intermediate occupations,291
E09000029,Sutton,Other household types: With dependent children,L8 and L9: Small employers and own account workers,621
E09000029,Sutton,Other household types: With dependent children,L10 and L11: Lower supervisory and technical occupations,181
E09000029,Sutton,Other household types: With dependent children,L12: Semi-routine occupations,242
E09000029,Sutton,Other household types: With dependent children,L13: Routine occupations,277
E09000029,Sutton,Other household types: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,83
E09000029,Sutton,Other household types: With dependent children,L15: Full-time students,47
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over","L1, L2 and L3: Higher managerial, administrative and professional occupations",511
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over","L4, L5 and L6: Lower managerial, administrative and professional occupations",739
