date,geography_code,c2021_eastat_10_name,c2021_fam_swg_6_name,obs_value
2021,E09000031,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000031,Economically active (excluding full-time students): In employment,In a couple family: Child of one or both members of couple,2340
2021,E09000031,Economically active (excluding full-time students): In employment,In a lone parent family,7714
2021,E09000031,Economically active (excluding full-time students): In employment,In a lone parent family: Parent,6628
2021,E09000031,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: One person in generation 1 working,6628
2021,E09000031,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000031,Economically active (excluding full-time students): In employment,In a lone parent family: Child of parent,1086
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a couple family,1993
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple,1512
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: One person in generation 1 working,1011
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: No people in generation 1 working,501
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a couple family: Child of one or both members of couple,481
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a lone parent family,964
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent,642
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: No people in generation 1 working,642
2021,E09000031,Economically active (excluding full-time students): Unemployed,In a lone parent family: Child of parent,322
2021,E09000031,Economically active and a full-time student,In a couple family,1903
2021,E09000031,Economically active and a full-time student,In a couple family: Member of a couple,740
2021,E09000031,Economically active and a full-time student,In a couple family: Member of a couple: Both people in generation 1 working,563
2021,E09000031,Economically active and a full-time student,In a couple family: Member of a couple: One person in generation 1 working,167
2021,E09000031,Economically active and a full-time student,In a couple family: Member of a couple: No people in generation 1 working,10
2021,E09000031,Economically active and a full-time student,In a couple family: Child of one or both members of couple,1163
2021,E09000031,Economically active and a full-time student,In a lone parent family,935
2021,E09000031,Economically active and a full-time student,In a lone parent family: Parent,305
2021,E09000031,Economically active and a full-time student,In a lone parent family: Parent: One person in generation 1 working,269
2021,E09000031,Economically active and a full-time student,In a lone parent family: Parent: No people in generation 1 working,36
2021,E09000031,Economically active and a full-time student,In a lone parent family: Child of parent,630
2021,E09000031,Economically active and a full-time student: In employment,In a couple family,1450
2021,E09000031,Economically active and a full-time student: In employment,In a couple family: Member of a couple,685
2021,E09000031,Economically active and a full-time student: In employment,In a couple family: Member of a couple: Both people in generation 1 working,563
2021,E09000031,Economically active and a full-time student: In employment,In a couple family: Member of a couple: One person in generation 1 working,122
2021,E09000031,Economically active and a full-time student: In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000031,Economically active and a full-time student: In employment,In a couple family: Child of one or both members of couple,765
2021,E09000031,Economically active and a full-time student: In employment,In a lone parent family,607
2021,E09000031,Economically active and a full-time student: In employment,In a lone parent family: Parent,269
2021,E09000031,Economically active and a full-time student: In employment,In a lone parent family: Parent: One person in generation 1 working,269
2021,E09000031,Economically active and a full-time student: In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000031,Economically active and a full-time student: In employment,In a lone parent family: Child of parent,338
