lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,religion_10,observation
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,Buddhist,23
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,Hindu,13
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,Jewish,16
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,Muslim,812
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,Sikh,5
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,Other religion,11
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,Not answered,158
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,No religion,99
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,Christian,154
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,3
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,Hindu,1
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,Jewish,4
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,Muslim,64
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,Sikh,2
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,Other religion,0
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: All children non-dependent,Not answered,18
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,No religion,1271
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,Christian,2393
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,Buddhist,94
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,Hindu,46
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,Jewish,10
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,Muslim,3675
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,Sikh,18
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,Other religion,51
E09000030,Tower Hamlets,Single family household: Lone parent family: With dependent children,Not answered,402
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,No religion,736
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,Christian,1940
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,Buddhist,82
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,Hindu,27
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,Jewish,17
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,Muslim,1744
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,Sikh,18
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,Other religion,27
E09000030,Tower Hamlets,Single family household: Lone parent family: All children non-dependent,Not answered,298
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,No religion,1146
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,Christian,890
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,Buddhist,58
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,Hindu,85
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,Jewish,13
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,Muslim,535
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,Sikh,15
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,Other religion,24
E09000030,Tower Hamlets,Other household types: Other related household: Other family composition,Not answered,275
E09000030,Tower Hamlets,Other household types: With dependent children,No religion,331
E09000030,Tower Hamlets,Other household types: With dependent children,Christian,673
E09000030,Tower Hamlets,Other household types: With dependent children,Buddhist,23
E09000030,Tower Hamlets,Other household types: With dependent children,Hindu,35
E09000030,Tower Hamlets,Other household types: With dependent children,Jewish,5
E09000030,Tower Hamlets,Other household types: With dependent children,Muslim,3633
E09000030,Tower Hamlets,Other household types: With dependent children,Sikh,9
E09000030,Tower Hamlets,Other household types: With dependent children,Other religion,11
E09000030,Tower Hamlets,Other household types: With dependent children,Not answered,230
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",No religion,7916
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",Christian,4140
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",Buddhist,198
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",Hindu,388
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",Jewish,90
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",Muslim,1430
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",Sikh,69
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",Other religion,155
E09000030,Tower Hamlets,"Other household types: Other, including all full-time students and all aged 66 years and over",Not answered,1357
